Date : 2021-05-23 23:28:43
Directory : c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition
Total : 694 files,  66876 codes, 1726 comments, 14223 blanks, all 82825 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Inventory\Subscene\Inventory.tscn                           | Properties         |        885 |          0 |        112 |        997 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Inventory\Subscene\KitDetails.tscn                          | Properties         |        898 |          0 |        121 |      1,019 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Inventory\Subscene\KitOverview.gd                           | GDScript           |         10 |          0 |         12 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Inventory\Subscene\Kits.tscn                                | Properties         |        900 |          0 |        121 |      1,021 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Inventory\Subscene\Recycler.tscn                            | Properties         |        861 |          0 |         94 |        955 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Inventory\Subscene\ShopList.tscn                            | Properties         |        950 |          0 |         99 |      1,049 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Inventory\Subscene\testrecycle.tscn                         | Properties         |        391 |          0 |         43 |        434 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Inventory\panicbutton.gd                                    | GDScript           |         14 |          0 |          5 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Rootnet\Rootnet.tscn                                        | Properties         |         47 |          0 |         11 |         58 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Stations\Filling Kits in Form EXTERN.gd                          | GDScript           |         38 |          0 |          4 |         42 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Stations\Filling Kits in Form.gd                                 | GDScript           |         79 |          0 |         39 |        118 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Stations\KitAppend\KitAppend.tscn                                | Properties         |        253 |          0 |         41 |        294 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Stations\KitAppend\KitAppendAlt.tscn                             | Properties         |        253 |          0 |         41 |        294 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Stations\KitBase\KitAppend.tscn                                  | Properties         |        237 |          0 |         43 |        280 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Stations\KitBase\KitBase.tscn                                    | Properties         |        395 |          0 |         63 |        458 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Stations\KitBase\KitMod.tscn                                     | Properties         |        293 |          0 |         53 |        346 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Stations\KitBase\KitSwapText.gd                                  | GDScript           |         18 |          0 |         10 |         28 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Stations\Station.tscn                                            | Properties         |         21 |          0 |          8 |         29 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Stations\StationInit.gd                                          | GDScript           |          4 |          0 |          6 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Stations\StationManager.gd                                       | GDScript           |         12 |          0 |          9 |         21 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Userinput.gd                                                     | GDScript           |         64 |          0 |         46 |        110 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Checkbox\Constructor.gd                                              | GDScript           |         62 |          0 |         20 |         82 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Checkbox\Userinput.gd                                                | GDScript           |         22 |          0 |         10 |         32 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Checkbox\universal Cheackbox.tscn                                    | Properties         |         21 |          0 |          5 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Flatbox Style\StyleManager.gd                                        | GDScript           |         18 |          0 |         11 |         29 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Look at Panel\Initialice.gd                                          | GDScript           |         45 |          0 |         27 |         72 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Look at Panel\look at.tscn                                           | Properties         |        242 |          0 |         27 |        269 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Panel\Constructor.gd                                                 | GDScript           |         27 |          0 |         13 |         40 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\ProgressionBar\ProgressionBar.gd                                     | GDScript           |         26 |          0 |          9 |         35 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\ProgressionBar\ProgressionBar.tscn                                   | Properties         |         82 |          0 |         17 |         99 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\ProgressionBar\hover up.gd                                           | GDScript           |         32 |          0 |         15 |         47 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Textfield input\FormatedRichTextLabel.gd                             | GDScript           |         29 |          0 |         32 |         61 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Textfield input\Injectables\Injectable_ChangeScene.gd                | GDScript           |         11 |          0 |          5 |         16 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Textfield input\TextClick.gd                                         | GDScript           |         29 |          0 |         15 |         44 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Enter Restmode Popup\charsheetr.tscn                                        | Properties         |        191 |          0 |         30 |        221 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Enter Restmode Popup\enterRestmode\Panel.gd                                 | GDScript           |          6 |          0 |          7 |         13 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Enter Restmode Popup\enterRestmode\buttonN.gd                               | GDScript           |          4 |          0 |          5 |          9 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Enter Restmode Popup\enterRestmode\buttonY.gd                               | GDScript           |         15 |          0 |          5 |         20 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Enter Restmode Popup\enterRestmode\enterSaveroom.tscn                       | Properties         |         90 |          0 |         12 |        102 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\MainMenuePoints.gd                                              | GDScript           |         23 |          0 |         10 |         33 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\Introduction.tscn                                      | Properties         |        299 |          0 |         34 |        333 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\News.tscn                                              | Properties         |        166 |          0 |         43 |        209 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\Patchnotes.tscn                                        | Properties         |         85 |          0 |         19 |        104 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\create new game\Form Inputlistener.gd                  | GDScript           |         49 |          0 |         14 |         63 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\create new game\create new game alt.gd                 | GDScript           |         57 |          0 |         35 |         92 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\create new game\create new game alt.tscn               | Properties         |        321 |          0 |         39 |        360 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\create new game\create new game.tscn                   | Properties         |        916 |         10 |        126 |      1,052 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\create new game\custome kitpart.gd                     | GDScript           |         36 |          0 |         33 |         69 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\create new game\initForm.gd                            | GDScript           |         73 |          0 |         29 |        102 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\create new game\nameInput.gd                           | GDScript           |         15 |          0 |         11 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\credits.tscn                                           | Properties         |         98 |          0 |         11 |        109 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\personal.tscn                                          | Properties         |         90 |          0 |         27 |        117 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\Title.tscn                                                      | Properties         |        144 |          0 |         24 |        168 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\init.gd                                                         | GDScript           |         39 |          0 |         38 |         77 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\rtk.gd                                                          | GDScript           |          5 |          0 |          6 |         11 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\scripts\AnimatedPNG.gd                                          | GDScript           |         35 |          0 |         14 |         49 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\scripts\AnimatedText.gd                                         | GDScript           |         34 |          0 |         15 |         49 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\scripts\MainMenuePoints.gd                                      | GDScript           |         69 |          1 |         17 |         87 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\scripts\close MenuePoint.gd                                     | GDScript           |          8 |          0 |          4 |         12 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gs_logger\appender.gd                                                                  | GDScript           |         27 |          4 |         15 |         46 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gs_logger\appenders\console_appender.gd                                                | GDScript           |         14 |          0 |          8 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gs_logger\appenders\file_appender.gd                                                   | GDScript           |         21 |          0 |         11 |         32 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gs_logger\layout.gd                                                                    | GDScript           |         14 |          0 |         10 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gs_logger\layouts\html_layout.gd                                                       | GDScript           |         36 |         22 |         14 |         72 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gs_logger\layouts\pattern_layout.gd                                                    | GDScript           |         25 |          0 |          8 |         33 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gs_logger\logger.gd                                                                    | GDScript           |        184 |          7 |         53 |        244 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gs_logger\message.gd                                                                   | GDScript           |         20 |          0 |          6 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gs_logger\plugin.cfg                                                                   | Properties         |          6 |          0 |          1 |          7 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gs_logger\plugin.gd                                                                    | GDScript           |          6 |          0 |          5 |         11 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gs_logger\utils.gd                                                                     | GDScript           |         36 |          0 |          6 |         42 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\GutScene.gd                                                                        | GDScript           |        349 |          0 |         84 |        433 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\GutScene.tscn                                                                      | Properties         |        424 |          0 |         48 |        472 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\LICENSE.md                                                                         | Markdown           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\UserFileViewer.gd                                                                  | GDScript           |         41 |          0 |         15 |         56 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\UserFileViewer.tscn                                                                | Properties         |        115 |          0 |         13 |        128 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\autofree.gd                                                                        | GDScript           |         51 |          0 |          9 |         60 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\comparator.gd                                                                      | GDScript           |         95 |          0 |         36 |        131 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\compare_result.gd                                                                  | GDScript           |         32 |          0 |         16 |         48 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\diff_formatter.gd                                                                  | GDScript           |         47 |          0 |         18 |         65 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\diff_tool.gd                                                                       | GDScript           |        122 |          2 |         38 |        162 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\doubler.gd                                                                         | GDScript           |        439 |         10 |        108 |        557 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\gut.gd                                                                             | GDScript           |      1,089 |        204 |        274 |      1,567 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\gut_cmdln.gd                                                                       | GDScript           |        339 |         10 |         54 |        403 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\gut_plugin.gd                                                                      | GDScript           |         10 |          0 |          3 |         13 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\hook_script.gd                                                                     | GDScript           |         26 |          2 |          8 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\logger.gd                                                                          | GDScript           |        277 |          6 |         66 |        349 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\method_maker.gd                                                                    | GDScript           |        181 |          5 |         28 |        214 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\one_to_many.gd                                                                     | GDScript           |         31 |          2 |          6 |         39 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\optparse.gd                                                                        | GDScript           |        206 |          7 |         36 |        249 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\orphan_counter.gd                                                                  | GDScript           |         50 |          0 |          6 |         56 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\parameter_factory.gd                                                               | GDScript           |         68 |          2 |          5 |         75 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\parameter_handler.gd                                                               | GDScript           |         28 |          0 |          9 |         37 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\plugin.cfg                                                                         | Properties         |          6 |          0 |          2 |          8 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\plugin_control.gd                                                                  | GDScript           |        211 |          7 |         30 |        248 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\printers.gd                                                                        | GDScript           |        110 |         10 |         38 |        158 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\signal_watcher.gd                                                                  | GDScript           |        146 |          0 |         21 |        167 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\spy.gd                                                                             | GDScript           |         91 |          0 |         18 |        109 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\strutils.gd                                                                        | GDScript           |        136 |          8 |         23 |        167 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\stub_params.gd                                                                     | GDScript           |         36 |          0 |          8 |         44 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\stubber.gd                                                                         | GDScript           |        140 |          0 |         24 |        164 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\summary.gd                                                                         | GDScript           |        132 |          6 |         34 |        172 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\test.gd                                                                            | GDScript           |      1,172 |        187 |        208 |      1,567 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\test_collector.gd                                                                  | GDScript           |        236 |         10 |         41 |        287 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\thing_counter.gd                                                                   | GDScript           |         35 |          0 |          9 |         44 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\gut\utils.gd                                                                           | GDScript           |        243 |         45 |         57 |        345 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\mono_debugger\MonoDebugger.gd                                                          | GDScript           |         20 |          0 |          6 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\addons\mono_debugger\plugin.cfg                                                               | Properties         |          6 |          0 |          2 |          8 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\config\Savestate\One\Runner\chargen presets.json                                              | JSON               |         32 |          0 |         20 |         52 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\config\Savestate\One\Runner\generated\Inventory.json                                          | JSON               |         58 |          0 |         28 |         86 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\config\Savestate\One\Runner\generated\generall and stats.json                                 | JSON               |         67 |          0 |         24 |         91 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\config\Savestate\One\Runner\player.json                                                       | JSON               |         62 |          0 |         25 |         87 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\config\debugKitsAtStart.json                                                                  | JSON               |         11 |          0 |          5 |         16 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\config\experimental_tilemap.json                                                              | JSON               |          0 |          0 |          1 |          1 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\default_env.tres                                                                              | Properties         |          5 |          0 |          3 |          8 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\export_presets.cfg                                                                            | Properties         |         39 |          0 |          4 |         43 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\project.godot                                                                                 | Properties         |      1,726 |          0 |         27 |      1,753 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\test\test.md                                                                                  | Markdown           |          2 |          0 |          0 |          2 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\test\test.tscn                                                                                | Properties         |         14 |          0 |          3 |         17 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\tools\RuntimeConfigs\Custome_NPC\Suburban.json                                                | JSON               |         27 |          0 |          3 |         30 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\tools\RuntimeConfigs\Statistics.json                                                          | JSON               |         26 |          0 |         14 |         40 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\tools\RuntimeConfigs\Text-inserts\DynamicSubtitle.json                                        | JSON               |         19 |          0 |          5 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\tools\RuntimeConfigs\quickStart.json                                                          | JSON               |          5 |          0 |          0 |          5 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\tools\Statistics\JSON\Components.gd                                                           | GDScript           |         16 |          0 |         17 |         33 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\tools\Statistics\JSON\kitparts.gd                                                             | GDScript           |         79 |          1 |         66 |        146 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\tools\Statistics\MD\Atlas.gd                                                                  | GDScript           |         18 |          0 |         32 |         50 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\tools\Statistics\MD\Components.gd                                                             | GDScript           |         22 |          0 |         28 |         50 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\tools\Statistics\MD\Tileset.gd                                                                | GDScript           |         16 |          0 |         18 |         34 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\tools\Statistics\MD\enum.gd                                                                   | GDScript           |         44 |          0 |         19 |         63 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\tools\Statistics\MD\kitparts.gd                                                               | GDScript           |         24 |          0 |         32 |         56 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\tools\Statistics\StatisticHub.gd                                                              | GDScript           |         26 |          0 |         20 |         46 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\Webside\About.html                                                                                       | HTML               |        215 |         51 |         84 |        350 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\Webside\Blogpost.html                                                                                    | HTML               |        141 |         17 |         45 |        203 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\Webside\Download.html                                                                                    | HTML               |        259 |         19 |         89 |        367 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\Webside\Event.html                                                                                       | HTML               |        215 |         51 |         84 |        350 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\Webside\Patch.html                                                                                       | HTML               |        136 |         17 |         58 |        211 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\Webside\Team.html                                                                                        | HTML               |        156 |         17 |         51 |        224 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\Webside\assets\css\about.css                                                                             | CSS                |          9 |          0 |          0 |          9 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\Webside\assets\css\blog.css                                                                              | CSS                |          3 |          0 |          3 |          6 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\Webside\assets\css\download.css                                                                          | CSS                |         56 |          0 |          2 |         58 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\Webside\assets\css\font-awesome.min.css                                                                  | CSS                |          1 |          3 |          1 |          5 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\Webside\assets\css\home.css                                                                              | CSS                |         10 |          0 |          3 |         13 |
